TEFF   3750.  GRAVITY 4.00000 LTE 
TITLE  [-0.5] VTURB=2  L/H=1.25 NOVER NEW ODF                                   
FLUX    1     9.09        3.298047E+16   2.5000E-39   2.5000E-39   1.00000
FLUX    2     9.35        3.206337E+16   2.5000E-39   2.5000E-39   1.00000
FLUX    3     9.61        3.119589E+16   2.5000E-39   2.5000E-39   1.00000
FLUX    4     9.77        3.068500E+16   2.5000E-39   2.5000E-39   1.00000
FLUX    5     9.96        3.009965E+16   2.5000E-39   2.5000E-39   1.00000
FLUX    6    10.20        2.939142E+16   2.5000E-39   2.5000E-39   1.00000
FLUX    7    10.38        2.888174E+16   2.5000E-39   2.5000E-39   1.00000
FLUX    8    10.56        2.838944E+16   2.5000E-39   2.5000E-39   1.00000
FLUX    9    10.77        2.783589E+16   2.5000E-39   2.5000E-39   1.00000
FLUX   10    11.04        2.715512E+16   5.2643-228   5.2644-228   0.99998
FLUX   11    11.40        2.629759E+16   7.1748-221   7.1749-221   0.99998
FLUX   12    11.78        2.544928E+16   8.1543-214   8.1545-214   0.99998
FLUX   13    12.13        2.471496E+16   1.0390-207   1.0390-207   0.99998
FLUX   14    12.48        2.402184E+16   5.9855-202   5.9856-202   0.99998
FLUX   15    12.71        2.358714E+16   2.4486-198   2.4487-198   0.99998
FLUX   16    12.84        2.334833E+16   2.3600-196   2.3601-196   0.99998
FLUX   17    13.05        2.297260E+16   3.1177-193   3.1177-193   0.99998
FLUX   18    13.24        2.264294E+16   1.7040-190   1.7040-190   0.99998
FLUX   19    13.39        2.238928E+16   2.1759-188   2.1760-188   0.99998
FLUX   20    13.66        2.194674E+16   1.0266-184   1.0267-184   0.99998
FLUX   21    13.98        2.144439E+16   1.5160-180   1.5161-180   0.99998
FLUX   22    14.33        2.092062E+16   3.3546-176   3.3547-176   0.99998
FLUX   23    14.72        2.036634E+16   1.3249-171   1.3250-171   0.99998
FLUX   24    15.10        1.985381E+16   2.3497-167   2.3497-167   0.99998
FLUX   25    15.52        1.931653E+16   6.6572-163   6.6573-163   0.99998
FLUX   26    15.88        1.887862E+16   2.8197-159   2.8197-159   0.99998
FLUX   27    16.20        1.850571E+16   3.4500-156   3.4501-156   0.99998
FLUX   28    16.60        1.805979E+16   1.6931-152   1.6931-152   0.99998
FLUX   29    17.03        1.760379E+16   1.0034-148   1.0034-148   0.99998
FLUX   30    17.34        1.728907E+16   4.0191-146   4.0192-146   0.99998
